,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1687019974265.0,-5.666625695660745,-9.471351637858787,25.961538442340956,18.374217325812698,46.47810324912788,128.1410912215563,25.151886239867345,61.87076984387625,137.49688947002403,6.366443188097376,1.7948520281020173,-28.12206255037825,-1.9342332513422884,0.0,14.380229514165018,4.667128004984237,2.6959901485384785,-13.654383131408332
1687019974285.0168,-7.170954255580453,-9.391614129641972,28.160634954033426,21.06314624830839,50.56114146570741,141.6832881238843,26.19512105489836,71.0051617693095,152.8836182060867,6.531259751339888,1.544317869575533,-30.748910448547154,-1.9021608670042587,0.0,15.151998432963579,4.892888788774131,2.5255578210736096,-15.499579929889668
1687019974305.0334,-7.475350560011722,-14.92134033516254,27.016744966930247,21.60427345738948,49.59745270487096,136.06454620986287,26.2673015620859,67.03799959168008,146.71415382108094,6.605087117745078,0.7450098973714605,-29.850515207174706,-1.9231294327192303,0.0,14.745494534332359,4.9378267925412445,1.7027720798075012,-15.00848637421094
1687019974325.0503,-8.381465898711292,-17.941643085825714,27.446147961228572,23.162887074809188,50.99776196991353,139.3742627793511,26.80450791437012,69.16178759478323,150.5611112175329,6.720925247995037,0.19817159945503157,-30.596603186997125,-1.9197696092753904,0.0,14.887922038091629,5.066413348462988,1.181060514938968,-15.607904663174867
1687019974345.067,-8.922914370940493,-22.613442211600802,26.861439921213734,24.064220178998372,50.8550054467808,136.85412929735784,27.03965779223111,67.2873509221988,147.82601985396465,6.805866478148896,-0.5215922482392993,-30.2645126410588,-1.9319573589530332,0.0,14.668949967086453,5.137182346651617,0.45436966852991445,-15.493884152797886
1687019974365.0837,-9.726259180200088,-25.8603762535898,27.057011338971606,25.408174163680144,51.84588953567788,138.71298649617697,27.482298528842232,68.39415635295991,149.98247636333306,6.906008369768019,-1.0864507992762311,-30.72986083294062,-1.9317800753796959,0.0,14.72138858127396,5.2438138864976,-0.09407583579571818,-15.9035522199653
1687019974385.1006,-10.289047184045659,-29.960313584992594,26.639773454835886,26.342763581494584,51.90687445828815,137.1163762204879,27.727032232734135,67.11267368522788,148.2146020786726,6.98338896249863,-1.7483577095970295,-30.546349332441515,-1.9394816483109276,0.0,14.55727292181896,5.3127242971334185,-0.7595568893732464,-15.883061469988961
1687019974405.1172,-10.970102062448346,-32.826725762435764,26.745028963336033,27.49023213086437,52.68329777393205,138.43090728428322,28.08064909561423,67.81717642120029,149.68848436298464,7.064466179886739,-2.2631194783093407,-30.881632307143583,-1.9384620189155166,0.0,14.577241893228639,5.399306658894732,-1.2629870321130425,-16.19590225148393
1687019974425.134,-11.450253332201914,-36.16766165086002,26.3858313029731,28.335731286940817,52.78462195034909,137.29224819294683,28.26975278606429,66.79722822770356,148.3517948064109,7.1251196411811355,-2.8474363702956853,-30.745147145211334,-1.9410304731712011,0.0,14.439745191885054,5.456378674549843,-1.8515442356091132,-16.196179148940562
1687019974445.151,-11.940123886903164,-38.17955370818747,26.433202307973023,29.209841639397222,53.36272116678976,138.32749897308346,28.506738017656335,67.29723211258232,149.4513551651602,7.181374939916437,-3.2461601869556973,-30.984321687468736,-1.9376004154285937,0.0,14.448461800575839,5.51883117557761,-2.2434690974472833,-16.425022428092323
1687019974465.1675,-12.721087845821716,-43.21042833166149,25.56524691820594,31.135409861407766,53.88260462211182,137.59122941417354,28.654187074416924,65.71995852054394,148.02463701854398,7.251599650775659,-4.525597189686052,-30.882567322347967,-1.905390763212161,0.0,14.205580143233266,5.615723188415228,-3.543686581977083,-16.566874392110424
1687019974485.1843,-12.983113657210717,-44.73503655803493,24.661675646520084,32.73289284589339,54.49604478833384,138.68906937507566,28.462396462651924,65.09862018493996,148.3637195682436,7.259047996159388,-5.5287977496990095,-30.92687637423378,-1.8451059143919555,0.0,14.050625181447227,5.675068804622067,-4.575293138272928,-16.768909322459482
1687019974505.201,-12.962544450193336,-45.792610970133296,23.382358859284157,33.836015079295564,54.24661844640125,138.2852688333551,28.216984953862102,63.99124773743908,147.37336317349877,7.335112422417136,-6.214973653803608,-30.382850755568885,-1.8259011003745116,0.0,13.766278706477264,5.759317437047313,-5.2875303718141184,-16.510748263965503
1687019974525.2178,-13.016824580562211,-46.3917291529717,22.12590187418003,35.089909931330354,53.945016842310864,139.43499988680645,28.16058273667522,64.46907515467517,148.4975746166086,7.529107428814858,-6.621383332668498,-29.73605047966078,-1.8393690462968055,0.0,13.497388802083238,5.93085009133842,-5.703719867952929,-16.131170622855187
1687019974545.2346,-12.80429440717328,-46.665937401544404,20.770704909843037,35.94655766068102,53.16442566422719,139.1630319276884,28.02812643841708,64.18153691050888,148.2408548011048,7.755720116599139,-6.899925703364803,-28.8356549262805,-1.8879856869801988,0.0,13.165499482616363,6.101119359137953,-5.984721765324278,-15.559676821662185
1687019974565.2512,-12.687972377978545,-46.82581081765523,20.08369887045622,37.00393220412385,52.98376623097725,139.88315939167126,27.982783643523035,64.43493055893063,149.15086220025538,8.0404260402784,-7.299497683263423,-28.51590035718696,-1.974902513128871,0.0,12.974322875923988,6.303877166942036,-6.350764991779075,-15.423179307906743
1687019974585.268,-12.405223050278233,-47.052962922389085,19.483431706949535,37.79476839758988,52.58426169182961,139.28723997846723,27.894572167439282,63.84437066119139,148.7309489655997,8.351965335957063,-7.699701252819489,-28.145702703311056,-2.1001154153705315,0.0,12.758159679254474,6.499276026074509,-6.703001858462449,-15.25863783637394
1687019974605.285,-12.122581519781372,-47.23421588189519,18.947764052258258,38.48779018398648,52.63237149217641,139.80484985146998,28.039868337254344,64.1929250125677,149.80255230774742,8.646748089706936,-7.849597726743893,-27.798054063823294,-2.240641730047887,0.0,12.618250989875522,6.663070843140763,-6.797696535616253,-15.03973447582816
1687019974625.3015,-11.642600524265525,-47.804491768551976,18.063209429022752,38.710693870861846,52.59289856203597,139.34776248698878,28.341769385565616,64.16051806239905,150.1274428451313,8.912070308706408,-7.70511719473493,-27.013878504894787,-2.4070123658740297,0.0,12.430544305628812,6.766481215237199,-6.604352257291837,-14.433087188843201
1687019974645.3184,-11.223393290868337,-48.10702836165467,17.429293700013545,38.989927565466566,52.78897194233784,139.81282430473718,28.698879727217445,64.77668955782177,151.50484809707697,9.13973095118134,-7.491120096730738,-26.454087906978668,-2.575126292656495,0.0,12.315960172759986,6.832226313920433,-6.336253980660746,-13.977721328482891
1687019974665.335,-10.76492601143792,-48.32210643724791,16.90780400907424,39.23305324490903,52.49214878007046,139.29254494739138,28.845600149986105,64.59124787260677,151.5807651790766,9.291250821172962,-7.411943174138188,-25.958057256972968,-2.7385537602381853,0.0,12.159292301621205,6.827471928220219,-6.204749111977485,-13.629394310055112
1687019974685.3518,-10.391439432841658,-48.163487564377405,16.711744529906955,39.6003744999837,52.2988188107771,139.57261333348325,28.960470475446925,64.88597779476935,152.44453167964738,9.391357261440868,-7.354581468307053,-25.77042545449876,-2.8939523112524754,0.0,12.069672237293885,6.782788784723815,-6.088344083191624,-13.522644825138533
