,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
1687021715730.0,2.1598186227285017,-7.760405791813783,0.6297119818984469,2.1608249603449523,-7.758878578277152,0.7551920058442014,2.1627075021857673,-7.761579238802762,0.8339215741339656,2.152972345282351,-7.767971168169828,0.9051388988394107,2.1405067962192206,-7.776708812187873,0.9755840987936053,2.131400079574425,-7.789128578859385,1.0822224145662382,2.156779526823655,-7.7907276378689,1.1824276542647032,2.1441344018715247,-7.813998915094607,1.0336049032583263,2.1824832981926843,-7.977580804199824,1.0486663095537114,2.310026439112731,-7.967987250244308,1.2089069987298064,2.34907375614264,-7.894776656304407,1.4052272177210325,2.1268579831906083,-7.75307357639162,1.039179181340928,2.075310765261366,-7.5945747219314566,1.0663045602182337,2.187638451214781,-7.555358176308721,1.2400114479168887,2.26725194268241,-7.621345870137471,1.4259525883412416,2.1728698572810163,-7.867979788108351,0.6346426553776214,2.6024558476799466,-7.900574279839902,0.4886183884581529,2.5410422837438826,-7.993130663252432,0.10603746230470924,2.7039216572415374,-7.942943547814304,0.018595905949893826,2.1468453621081984,-7.652735206239594,0.631962354253216,2.574796824590716,-7.58861062690542,0.49280215550353346,2.4786304393789726,-7.548119871320766,0.10869049272118715,2.644512915772564,-7.5655772223732605,0.01829975517641631
1687021715750.0042,2.1549453921287434,-7.761692632328843,0.6268372605092773,2.1548129248416723,-7.759916377258547,0.752331923335474,2.1559466341891764,-7.762968047009263,0.8310688345415022,2.1455655189186946,-7.7701061568000585,0.9021408988111117,2.13248361604486,-7.779874157802805,0.9723706654149527,2.1224162391002475,-7.793852742562465,1.0787744873984548,2.148082673792872,-7.796529077117303,1.1789448332240142,2.135978692327158,-7.8178782500750845,1.0301598620559875,2.1824605547604135,-7.980230012060627,1.046535822192654,2.320145051319364,-7.9500677133005455,1.2441338406749176,2.3393219288584564,-7.862566118360391,1.478707649569845,2.1170865519117372,-7.75729669777163,1.0363140094283865,2.060629257058255,-7.600302059767348,1.0673147044752154,2.181528239680402,-7.578075340434553,1.274431479625843,2.2605011402408426,-7.677036183074801,1.491370050067447,2.169060372862292,-7.869145792482973,0.6320894891249738,2.59995486755127,-7.90351857571252,0.48948722230355063,2.557771552150583,-7.99741842660122,0.09982775440051904,2.7259309956535214,-7.945140696046333,0.01847693196372897,2.140854831038728,-7.654126891281816,0.6287632955009039,2.570521912701403,-7.584510412217449,0.49516606220447434,2.494390340966706,-7.545623405713549,0.1011659479988181,2.668632031331569,-7.561738004376915,0.018217004050125416
1687021715770.008,2.1571399368800255,-7.761121067826023,0.6288010012628176,2.156446356865447,-7.7596361346778036,0.7542922210058121,2.1572955132574125,-7.762774771529517,0.8330288255157536,2.1466697815988014,-7.769874877748097,0.904062688078593,2.133358232385429,-7.77952804264622,0.9742532156884605,2.1229811284121625,-7.793383967616625,1.0806269867709086,2.14794014309827,-7.795859673178537,1.1809584256106667,2.1364111405380593,-7.817512849264291,1.0320034957647093,2.1813075154527692,-7.980112348463769,1.0448839032805162,2.316875179593908,-7.959853849291895,1.226292669470088,2.3464491122187883,-7.876953236510652,1.4448037254117267,2.1181827186858317,-7.756800467791996,1.0380818232056952,2.0619613963861223,-7.599656241240742,1.0667383993306927,2.1802296530768954,-7.5676477262342825,1.259582810885211,2.2617301388893636,-7.652099097717973,1.463773735941064,2.171088979996229,-7.868590936679411,0.6338719082977559,2.6009685024011446,-7.9020590310957495,0.4883738001905765,2.55008012781198,-7.995307213801101,0.1016440061418457,2.716277110798072,-7.94388556613903,0.01814733828178043,2.1431808736143907,-7.653556283838402,0.630910243356859,2.5717628853646946,-7.586068228938291,0.49384690082975835,2.4874168896642512,-7.547310886928029,0.10376901537683461,2.6583611087538057,-7.563941391805945,0.01801271530390211
1687021715790.0122,2.157378715418999,-7.761210596888945,0.6273423069020732,2.155899248809901,-7.7597733786998075,0.7528321314907274,2.1564497993308653,-7.762949034024071,0.8315717998660156,2.1456335182515116,-7.770105879868656,0.9025768566632573,2.132210918921503,-7.779822972714931,0.9727466659698882,2.121748926606429,-7.793746310687154,1.0791162810709758,2.1468466150853094,-7.7964219639048755,1.179423376064552,2.1359282993704487,-7.817763232465356,1.0302075265832265,2.1681985211021124,-7.982581955340936,1.0478838695178696,2.3086819764040563,-7.958029706626307,1.2367075305727213,2.3383887228820135,-7.8714677277728775,1.4638107117244548,2.117453696108413,-7.7570868819428584,1.0363347289950906,2.0594907061129244,-7.600407994222221,1.0653293855461188,2.178658219379145,-7.571908002109921,1.2669642352551278,2.2622785168316604,-7.6629207340412115,1.478461277980063,2.1714486280032523,-7.8686697234143805,0.6324539686623954,2.6017223563081133,-7.902222877756255,0.48796175653941354,2.5542694040530294,-7.996410933079787,0.09981425035101636,2.7218339582189937,-7.944507166811758,0.0179438955686107,2.14323179093054,-7.653660684496298,0.6294191979600869,2.5722262510825145,-7.5844538213620405,0.4939291156620512,2.491416613136512,-7.546508884897013,0.10168335563997535,2.664384455764093,-7.562911575485775,0.017750460456093145
1687021715810.0164,2.159397947486958,-7.760868943944123,0.6274651094255619,2.15721536095417,-7.75968372483913,0.7529436093425007,2.157581036935702,-7.76283369818321,0.8316835767129966,2.146683663691602,-7.769826533472363,0.9026870580764919,2.1332657303710363,-7.779273576245691,0.9728879272829473,2.1229297226751664,-7.79276372722685,1.0793154003359153,2.1478633336835027,-7.795230780634325,1.1796578645884044,2.137364772934168,-7.816980843327723,1.0302109845978205,2.157929708811241,-7.983861032255164,1.0500841899649815,2.2990650226994505,-7.9638328173636665,1.23069686709923,2.336941736066515,-7.879403813123892,1.4503316533459445,2.1193131263764253,-7.756200109351054,1.0361815429201289,2.061522099830572,-7.59937455409619,1.0637500640961906,2.1788007716828623,-7.56657093886152,1.2595782657570396,2.2650376828146963,-7.6501839486832175,1.4653549731461362,2.1732075622388303,-7.868362910415522,0.6324391238371546,2.603198090008011,-7.901179538096354,0.48710823131695286,2.5511672039834306,-7.99560044184113,0.10046467407951233,2.7179318302165663,-7.944103664639781,0.017750234574530913,2.1454515861474053,-7.6533023195188274,0.6296885451225553,2.574040989048039,-7.584738086046211,0.4930793537437999,2.488643386843388,-7.546960843240838,0.10274623152244579,2.660128402735479,-7.563688412286299,0.017529608686958843
1687021715830.0205,2.158926009722185,-7.761303946573011,0.6269495794074519,2.1556267141185486,-7.760383531991897,0.7524047903790027,2.1555857711631745,-7.763621433448126,0.8311419908076487,2.1444379769738258,-7.770669076418853,0.9021042680573015,2.1308871345240528,-7.780136847363025,0.972281699065225,2.1204756376143052,-7.79359344806312,1.0787132510917243,2.1453958516000413,-7.796087995128324,1.1790651917875496,2.1348111906262717,-7.817877424963969,1.029684963274632,2.1570037477357435,-7.984758367752746,1.0492895527621933,2.2998432693187305,-7.961881752111133,1.2346753924239202,2.3365334128650925,-7.875834614434827,1.4593676504199415,2.1166543358698893,-7.757100407947085,1.035619462213429,2.0589360903301848,-7.600148157308909,1.0633185819390867,2.1784304235262013,-7.569274340727361,1.2629388554235932,2.265498097837218,-7.656661424850868,1.4727980338585525,2.172730450397796,-7.868807911458172,0.6318075750341894,2.6029791493787453,-7.901337659399846,0.4870584931024575,2.553432041721392,-7.996167146360513,0.09953065418655012,2.7210018081523484,-7.944456789962679,0.017783702493682184,2.1449261664609374,-7.65374142651055,0.6292857644247121,2.573751977951311,-7.584306165546072,0.49350841699255155,2.4909268921516676,-7.546531378195458,0.1018898309560981,2.6634459640274857,-7.563175316106578,0.01754391054056957
1687021715850.0244,2.158984711365176,-7.761643322110168,0.62766819817444,2.154508143713509,-7.761153903807504,0.7530869056318871,2.1540630424506992,-7.764484233123691,0.8318177564346659,2.1426771708008228,-7.771506176075677,0.9027425234697906,2.129015576166455,-7.780857453859425,0.9729102327977497,2.1185838668652335,-7.7940700807556516,1.0793658229508143,2.143248488450053,-7.796351461131568,1.1797796890471701,2.132258757620373,-7.818604481611685,1.030601195151029,2.1627051426931776,-7.984413904613139,1.0463813696100375,2.3039667813595437,-7.9635966551283595,1.2280087037508518,2.342654172095866,-7.8794603889657475,1.448670245597917,2.1143579647317092,-7.757757548704485,1.0363932030498395,2.0581606597255124,-7.600216295355652,1.0633070689589823,2.179058186630417,-7.566746077486626,1.257738019817096,2.2666579320823903,-7.6501026174559765,1.4641886022690502,2.172585588508234,-7.86918168938953,0.6322732849954056,2.6026671592047594,-7.900948527372661,0.48692678955418356,2.551366523626276,-7.995579043155376,0.10011343798521835,2.718476922010626,-7.944176721233683,0.017891980657271198,2.1451371540986215,-7.6540695926622035,0.6302483693481469,2.5737089479471877,-7.5852654774217765,0.49360425480190073,2.489217146935133,-7.546914848680618,0.1029928591518194,2.6607115740969234,-7.5637822634899345,0.017678541496510373
1687021715870.0286,2.1581860323909914,-7.762090558761856,0.6273964761685623,2.152675832647843,-7.761849824856552,0.7527820445170609,2.151956712226108,-7.7652669854984655,0.8315094156107121,2.1404750249398474,-7.7723452538901565,0.9024158119720745,2.1268671402162282,-7.781720850630301,0.972593718932436,2.1166803317579563,-7.794903711925829,1.0790784308955308,2.1414402253962357,-7.7971095317487205,1.179475634818781,2.130033673018249,-7.819498309412507,1.0304144292939237,2.164041670955924,-7.984897711156816,1.0452399296751524,2.3064493965029955,-7.9617104933808855,1.230044470035679,2.3436185360019626,-7.876918727896315,1.4543944642962765,2.112029395046457,-7.758667168763869,1.0362138300640096,2.0558854360326118,-7.601070976074745,1.0634075178550575,2.179056301157214,-7.568996131534739,1.2599510756347663,2.26672075957421,-7.654543795104962,1.4695149627739392,2.1717441563512465,-7.869642155374409,0.6318876286964417,2.60203524769899,-7.901450541175229,0.48708461384434004,2.5528755459338686,-7.995989041965878,0.0995209257898285,2.720553437474199,-7.944421242006734,0.018012595686029635,2.1443285327666466,-7.654517470425083,0.6300843441340188,2.573120512201316,-7.585397345051335,0.49404427684378605,2.490775243823827,-7.546699704559632,0.1025080307750415,2.6629708272995796,-7.563430460521513,0.017763597536721857
1687021715890.0327,2.1581074011040893,-7.762183288049167,0.6274565232650354,2.1519648059855565,-7.762104751821449,0.7528137937272837,2.1512807315880695,-7.765542839200504,0.831540898518485,2.1399991245357786,-7.772582233813737,0.9024816603357442,2.126758501453565,-7.781869316283908,0.9727379818356438,2.1173214681096475,-7.794872703397221,1.0793085972625023,2.1422832387431154,-7.796819524858698,1.1796572095650864,2.130409398047018,-7.81953743091654,1.0305752324606725,2.1614071624872984,-7.985411409120394,1.0457048436504697,2.304561924866181,-7.963403747639737,1.2263105904122942,2.3443031515972916,-7.880296029654924,1.4476931969603912,2.1125095747650047,-7.758696079500576,1.0364059708607647,2.056000288047512,-7.6012689496928765,1.0634032348707532,2.1794623601633467,-7.5674023151798355,1.2566384370886166,2.2674016276679043,-7.648805746387101,1.4642941788575758,2.1715028992534586,-7.869756123643535,0.6318676815939738,2.6017519484415446,-7.901861966899539,0.48707212378403913,2.551384757981517,-7.9956653823701505,0.09987079980974059,2.718736661930837,-7.94423188661339,0.01808564272231453,2.14437139306569,-7.654600300475966,0.6302240510509416,2.573129966140711,-7.586302614463747,0.49387190735881176,2.4894848725488803,-7.5471044642592595,0.10309015364973424,2.661037332598535,-7.563775847289192,0.017764257577268062
1687021715910.0369,2.15787422407013,-7.762260911342914,0.6271797006940985,2.1509489065158327,-7.76230773091597,0.7524948693734403,2.1501782467558375,-7.765803707628825,0.8312186480276732,2.138983067478284,-7.772889415267791,0.9021699681119353,2.1259912338792817,-7.782208435418003,0.9724716478280471,2.1171122822700386,-7.7952129480235195,1.079095391010388,2.142321607308514,-7.797031098689382,1.179388067379556,2.1301492436844702,-7.8198406387587465,1.0302609727229077,2.157845222259513,-7.986231277666154,1.046658576950577,2.302976965654533,-7.962624503411627,1.2287992584415979,2.342543266417368,-7.87945347494671,1.452935296005157,2.1121323631288726,-7.7590317459297875,1.036180107923649,2.054705650123211,-7.601941468257135,1.0635639548121196,2.1791982123686844,-7.569023335223432,1.2587560431639402,2.2670831292662306,-7.650939018135366,1.4692273869473298,2.171216081815875,-7.869842115446768,0.6315549070319796,2.60156382711427,-7.902576024419304,0.48714311289679546,2.552531916780874,-7.996080094209549,0.09935892427787037,2.720293540103492,-7.944422570101568,0.018140889190268107,2.144141677681236,-7.654675599998268,0.629982789954375,2.573070002211962,-7.586511805090581,0.4939346725764087,2.4906003399358547,-7.546997017094136,0.10255905054685387,2.6627497607453354,-7.5634491176174246,0.01775438779763579
