,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
1687015708291.0,-0.9386847541158418,-0.19490269522092668,-0.9408202493893817,1.9238689907450137,-19.39420368509571,4.486223544382482,4.913204463133898,1.357636548124184,6.656963717486303,0.11028357512879775,-9.140008640822852,-6.126563795503781,1.5184907438626205,0.0,6.992799331937833,1.6176389946974379,-9.328862841815152,0.8637705823990791
1687015708311.0015,-1.043844326879779,0.8738968753321593,0.007538787051943209,0.5680459157869002,-18.43833444430694,4.928354869721887,4.064658457924542,2.6747257789778636,6.115958275928177,-0.016352160021078525,-9.49820203120918,-6.282655849684913,2.001229308882042,0.0,6.774814165789503,1.9737123662328406,-9.707955482594121,0.48848702991796544
1687015708331.0032,-0.947472484766521,0.3169228722826197,-0.3865838531554919,1.2443682243110972,-19.00807576629144,4.844390129848158,4.50603367364833,2.0178635032210916,6.603816256442726,0.46463315207152506,-9.118067229993002,-6.015536726255589,1.383398908033142,0.0,6.787482793302395,1.8400101604531978,-9.267644418293598,0.7689551635050796
1687015708351.0046,-0.9398170929953586,0.5619991719742204,-0.16623268481447193,0.9637502999003483,-18.87894103027522,5.167042090254972,4.287264943988472,2.33098647667835,6.606013056228796,0.569813539062744,-9.113883228662198,-5.977382267714292,1.359519338327629,0.0,6.725720728793319,1.9221945863285954,-9.252582048764646,0.7453227841025282
1687015708371.0063,-0.8746176701851122,0.33753608376571875,-0.35030814830798723,1.3108616348483326,-19.501920948016107,5.04771070378213,4.447734230555872,2.0557705425021076,6.918665189663505,0.8361366015734392,-8.914271471705653,-5.834948329183377,1.0221169017576224,0.0,6.746650753686196,1.8527874876974135,-9.020223450057863,0.9092054342538229
1687015708391.0078,-0.8569050912798305,0.5164090397686658,-0.23820986211917608,1.150281628829216,-19.569908240628727,5.259284878708236,4.293448877532073,2.268315643327926,6.994757180009691,0.9278552880369215,-8.926387030999363,-5.83242652241738,0.9618074646260804,0.0,6.744502984515132,1.8848117015651926,-9.022640246743215,0.9097282058307992
1687015708411.0095,-0.8084289293489898,0.43357689303274727,-0.36305869957002834,1.3596375580178346,-20.239838911651876,5.0319574215877125,4.360051983901616,2.1357809616373076,7.250981820401249,1.1077591783127558,-8.845340795723178,-5.786922105608038,0.7213668338898211,0.0,6.7998662285068665,1.8253494384972542,-8.919310882716829,1.0110352545673043
1687015708431.011,-0.8074058193591943,0.6410954201288709,-0.26261538925924444,1.2090760332906174,-20.491723327475984,5.0976363851296425,4.233017496903648,2.2010534785053073,7.348606262050859,1.1785488011494747,-8.942016892624052,-5.833842882966909,0.6608801372454858,0.0,6.829493186952215,1.8360904916762373,-9.008203171913204,0.9939251513731125
1687015708451.0125,-0.8022688910185227,0.6915839077299731,-0.29571355295682344,1.3166255710998638,-21.352311268514043,4.687038305939411,4.268888618754137,1.9113157433271508,7.585657192759987,1.316031777275452,-9.023279791177876,-5.858507300314441,0.4695526110141062,0.0,6.894125543713612,1.7830584131235516,-9.07210664168298,1.034280995096429
1687015708471.0142,-0.8300954803845161,0.9556380102277872,-0.17331582143838917,1.130902960508761,-21.760759771725663,4.608743024953153,4.185161763568291,1.7456920059975156,7.660599048081373,1.3793667818650193,-9.214417215570954,-5.944416019411123,0.4106136658621576,0.0,6.931720768729083,1.7878385574361717,-9.256168480543383,0.9861679181142776
