,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
1687019151889.0,2.809147726111759,1.3088626456587298,-1.4416759077185228,1.3005822459572987,0.5756460173810029,-6.474850108041396,1.292190760933947,0.4435933226710481,-0.6559179568764725,0.9346113895630169,0.33230693046612125,5.343673242060918,-0.37465001647772345,-1.2678102252520433,11.825223129645313,-1.2587212694644518,-2.585467116832186,-14.047982325870645,-8.807681357334321,-4.45261283181146,-11.910512085125864,15.573103324025766,-1.5588571403009412,29.689242579043608,-26.60266905926939,110.87311224792886,21.87446323620782,27.70579258279628,41.90761562030866,-20.85801536004328,-9.30228657587583,-0.16142364534637776,-9.637751867933057,15.493575150559852,-27.68916419875602,23.523417105312078,-36.26067249018534,129.01481469460282,14.618542401609513,20.925396559884433,18.178078930265563,-17.34596756731744,33.51238778691978,-30.91977751896459,77.74204861599502,-10.00817928045658,-9.759551219005319,81.28805954841971,-7.011500461276206,16.191914273977613,2.90316151595226,2.902894417320951,-0.09102431941817754,-4.604166400335175,32.183523100299375,-25.24787763964751,79.69717236350033,-100.72428360696009,-100.59840617448782,87.04239636249486,-5.740531209460008,17.565809756630816,7.720617251827479,4.803658082825999,-0.2935200756329601,-6.73508186336481
1687019151909.0022,2.861054155350735,1.4276463070120913,-2.0828182990353303,1.329281875957979,0.6261278322232823,-6.760430900341943,1.320327585542874,0.49118306620294233,-0.9415515990822722,0.9521868630926419,0.367823814229039,5.129346619998363,-0.400202376321996,-1.2721352742900849,12.18543390829517,-1.3020872113758244,-2.598119566937081,-13.37860523607496,-8.971271332704548,-5.113175095198342,-12.090794941562217,15.035408764283257,-0.34441344585796635,30.270111418108474,-24.68402427079055,109.85190700969821,20.764570927054226,28.232397928805145,41.30941264113181,-21.669680303432624,-9.41250888587681,-0.26693312812381614,-9.685709365581147,15.098482216310824,-29.38722482160222,24.01937535656281,-34.71466263172039,129.4515384243753,11.814661366827675,22.375511825539473,16.942645979311546,-17.203862925792418,34.7870168002986,-33.699294479479924,78.15970852443861,-9.89974765924823,-9.611182844881688,82.20081596485588,-6.545095821369906,17.55615570163235,5.244428811962155,3.401564633391782,-0.11741939502816282,-3.6151901852000834,31.697531858029304,-25.704541088732263,80.31768210872093,-113.35748092531729,-113.1597318348488,88.55042869407623,-5.1952201793288095,17.85688508205394,9.167625703646998,5.427849497260829,-0.33084846629728487,-7.059333268880298
1687019151929.0042,2.803275099849796,1.340008349189967,-1.3393103998778009,1.3015412396176986,0.5909503094739358,-6.429393647591591,1.2934404078111357,0.4588297434247516,-0.6104536354436817,0.9345925843977041,0.34418395562465603,5.377759227948948,-0.3808175738244726,-1.2420449080854117,12.033703638202386,-1.2554236821135778,-2.5351865558106335,-13.661465555767407,-8.8712893221709,-4.790260131084979,-11.859452600350858,15.277357082486976,-0.8116135326180097,29.69055200020813,-25.52746353762101,110.3523035106389,21.180110970765295,28.18438588615184,41.53386626457697,-21.363616687593268,-9.34439116387465,-0.22841704974358817,-9.51424090252831,15.283336144196447,-28.746783416009528,23.673612123710893,-35.213451034885715,129.2665697815395,12.922895160971459,21.87344658511806,17.407855842617213,-17.18444457525264,30.80512136356557,-29.024541679498327,76.92568383822594,-8.221362438404512,-8.062062757348523,81.72350218566605,-6.850600651065206,17.106133660667183,4.464072081532248,3.2008490123577897,-0.10612155405778842,-3.99329945771019,28.16809780202987,-22.00125173522697,78.84614542256662,-106.32732960346871,-106.23137582703261,88.19776477396856,-5.548472311022542,17.805114378218477,8.774224976754752,5.1817835370682985,-0.3156887910291596,-6.917223285686619
1687019151949.0063,2.8186862705951485,1.3443727821466933,-1.3217946550208863,1.3093311298863324,0.5932267102875629,-6.421632627172752,1.3012645326609915,0.46032149691879926,-0.6027079722165299,0.9404258311918802,0.34542596875770754,5.383569315014522,-0.38528658140050037,-1.2558706411668559,12.040952743599888,-1.2702371196230906,-2.5639006101226007,-13.647615472865873,-8.945195045640963,-4.781664497768985,-11.676115954374234,15.196717491332828,-0.6090003845872195,29.97060699536042,-24.86046120190472,109.93123757206047,20.83650938370501,28.27982551854385,41.333822707715946,-21.478108643998308,-9.350250154331174,-0.17114104366970598,-9.312161607641725,15.172900407247608,-29.181488478994115,23.830600962814508,-34.78251704714465,129.31175697884677,12.217967211121078,22.23954369048125,17.07831071319681,-17.11706390907609,30.336100397343866,-29.02838725890872,76.74253096447838,-7.792983977754081,-7.654720926578875,81.78076595483891,-6.774390089338792,17.438558772551772,5.013169551185561,3.3274407992672344,-0.11220133654928159,-3.727197426388018,27.283568240367945,-21.3135208789484,78.77434726996138,-103.8371157176458,-103.73494809898506,88.66923743987044,-5.434957865415817,17.87251822684038,9.098271252756877,5.338563331697488,-0.32414462255734844,-6.978924615402014
1687019151969.0083,2.8014753687464395,1.28724073816635,-0.8964852315814376,1.3002439032245783,0.5699484349335696,-6.232271129169385,1.2926182685203962,0.43796283798306607,-0.41332891196792493,0.9357118133426603,0.3290048792597507,5.525659907935251,-0.3759447524017829,-1.2595192436236997,11.893515345496185,-1.257519727167326,-2.570122593379528,-13.921490437664916,-8.938291617886113,-4.479297449730049,-11.376913912108739,15.353760428545476,-0.9271656358146915,29.898696141676567,-25.04881490277212,109.9935741748382,20.957039999689513,28.198674968820352,41.390322320618736,-21.2572124181054,-9.302635326896452,-0.0736093965054675,-9.05183605991681,15.238286158982401,-28.898706990093803,23.732713889608434,-34.978578948717136,129.24044591580204,12.707772641180503,22.011535236067466,17.273156738812354,-17.092241213986355,29.205278580991415,-27.527749450384366,76.0942810637462,-7.000266574402971,-6.925903972967833,81.42215989788097,-6.924761655143078,17.211408791002267,4.6095402710583135,3.238683803056679,-0.1067770808064982,-3.8784213595819343,25.38145804507605,-19.380432588655754,78.09805014679436,-93.9430185020957,-93.8834335246098,88.5356968863017,-5.588616659410971,17.832690842668356,8.860221240250441,5.228241625511007,-0.3165107927981754,-6.897771883677086
1687019151989.0105,2.808985468106797,1.280063585647496,-0.8058660389130617,1.3039196591625792,0.5673763894078913,-6.191953113038915,1.296397296852853,0.43502036514875164,-0.373017774364812,0.9388290210381015,0.3269419926613055,5.555903565967254,-0.3756925512072263,-1.2705961615357184,11.867054398119503,-1.2628308136547604,-2.592182085962038,-13.970396804112097,-8.989322210122989,-4.417713087279171,-11.192328023689996,15.335296615315242,-0.8834021074760356,30.08164119712522,-24.649730940905727,109.76333488218575,20.727302169770795,28.249561698532432,41.26788573747602,-21.304005268882584,-9.29732756823492,-0.019123810777563973,-8.860931547506446,15.170307319046081,-29.14052835822125,23.825429429052978,-34.71503617852345,129.23377126500748,12.312059691361108,22.224266741847423,17.09090214202308,-17.045407487410372,28.500893308165335,-27.13260046913311,75.84962668659907,-6.736831644420699,-6.669584732953378,81.40076025998174,-6.887233868500755,17.389107468561726,4.917506900875247,3.310288075141331,-0.11000459394723562,-3.723340216808343,24.672943309945335,-18.74718721476631,77.9237900042879,-89.28816704005848,-89.2234450646307,88.78593162028983,-5.525604644129128,17.86708130816794,9.044820762088426,5.313404030388957,-0.32074458067314443,-6.924965855707797
1687019152009.0125,2.7943365907163304,1.2383135813183652,-0.47380604089880785,1.2964221839881762,0.5505064579475346,-6.044116698508442,1.289255591405095,0.4189116311518891,-0.22516602538243144,0.9347529132943228,0.31514364314420557,5.666834846806642,-0.36652523341557197,-1.2719973383055465,11.760485714837879,-1.2485491105808837,-2.5933309695789086,-14.168451630963263,-8.98530251713569,-4.20663452543586,-10.966581950644235,15.453543929191815,-1.1431336542785429,30.01341215909205,-24.80301392134537,109.86748730497713,20.7800561964927,28.210408076936673,41.30662350535309,-21.16959948870589,-9.262289407566582,0.04439540704139284,-8.660780437028547,15.209778110576883,-28.954707305030304,23.752703658684723,-34.82536091329235,129.20118677474218,12.628004711730147,22.08714884439106,17.224535324659573,-17.025722329328847,27.835363477362012,-26.179650588620078,75.31191510484308,-6.261544742532724,-6.222198308016723,81.15592188506419,-6.98157273171873,17.237948771738072,4.673308089005311,3.254298304158746,-0.1065801844969209,-3.819576900433067,23.29652245667178,-17.381811340489147,77.35761257381941,-81.21874711066246,-81.17730125786191,88.66859447136429,-5.621523278424177,17.841235860454834,8.912603223400572,5.2390693944096824,-0.31547469184494714,-6.869739411735327
1687019152029.0146,2.797978371017695,1.2288829750713497,-0.3723037797685042,1.2981621674558264,0.5469477037518665,-5.998946275691692,1.2911103299333504,0.41517741701906635,-0.1799985977450369,0.9364730249198537,0.31247705656977304,5.700722073297075,-0.36558116638249616,-1.2794297579488505,11.729264141810862,-1.2510236445449352,-2.6081538609977097,-14.226292945790435,-9.022950280206125,-4.1401602394275585,-10.803610507403915,15.450150783433077,-1.1354283027792302,30.142226763604967,-24.51922878021008,109.71001739440355,20.61183098118682,28.24850065511952,41.22347268461211,-21.195754604283888,-9.257115699305617,0.08900300740480459,-8.493597533360434,15.160218843720738,-29.125586564977667,23.812408054867902,-34.632614021891314,129.1760786836968,12.354618451546111,22.24206963984457,17.100521809228006,-16.987993756023965,27.105446015085302,-25.688250308604548,75.07145683003584,-6.120766700838782,-6.0774822691370325,81.1221764024611,-6.953052538552613,17.354115893214328,4.890625219948615,3.303318346814818,-0.10869777496226934,-3.709356519799356,22.78031953640929,-16.889738928317907,77.16588960151513,-76.79471195391051,-76.74564431135813,88.80915342062646,-5.573732099312659,17.86198102454598,9.045398045647833,5.2964565253916485,-0.31817391066542106,-6.885557638428189
1687019152049.0168,2.785776175889384,1.1947342037201254,-0.10290310484578752,1.2919019562242693,0.533140445487555,-5.8790031509137455,1.2851402157706138,0.40200492575267516,-0.060042842495759474,0.933038768188675,0.3028250976866785,5.790723922367208,-0.36002884851128625,-1.278587268244623,11.643055930021323,-1.24221896522103,-2.606124834912365,-14.386505711087043,-9.020071292653016,-3.9666469201440644,-10.613348425211898,15.535069217810005,-1.307724251125745,30.091734259466897,-24.60504744361855,109.74649952570223,20.661826564372667,28.223545760300023,41.25754523306002,-21.085839504220036,-9.23375140629111,0.1410353649777493,-8.320945615401886,15.18854922311846,-29.00119947495184,23.75047655496041,-34.70761016861544,129.16120220088047,12.58768138792953,22.149916978317503,17.194657218557005,-16.96590268627958,26.780008006228915,-25.116441958941216,74.62991201418038,-5.798251595141132,-5.770976811734547,80.92888972075944,-7.020845099871512,17.238630926309874,4.713964297413934,3.260521448748185,-0.10604088365143406,-3.776297002595476,21.731692180941067,-15.873074775372363,76.70252964495712,-70.02560949400278,-69.99054942221389,88.69253870667448,-5.64126169930064,17.840152370608603,8.949113049476388,5.242122083891399,-0.31423232533253176,-6.8431520868289155
1687019152069.0188,2.7872752998649544,1.1851812994323252,-0.008609395642539116,1.2925733262113204,0.5294619615295533,-5.8370343625970715,1.2859180171877804,0.3982593531586202,-0.018074328938626823,0.933940850207062,0.3001303944566523,5.822211724678168,-0.36052133548622517,-1.282359616075432,11.614669568666171,-1.2457472674241816,-2.6144404192587443,-14.439127552014197,-9.048427889218937,-3.902733791332846,-10.472217528752061,15.531877772424167,-1.2909050602641023,30.187575912783355,-24.37258611770824,109.60097422663475,20.541133829562757,28.253807412839382,41.19667497930527,-21.09957766480974,-9.232246469793674,0.1778931085739834,-8.174122007273375,15.151607916127624,-29.141944927989723,23.78776741212791,-34.556832524650574,129.1280874485253,12.377289136039403,22.275413408422402,17.09812322922429,-16.931740682497892,26.07717892043303,-24.611972779876353,74.41482540421157,-5.726280293327488,-5.691348251675465,80.89580407056708,-6.996113818167921,17.323868448623973,4.882095309678455,3.296682970447757,-0.10755412010822217,-3.6902698963489087,21.36321353958915,-15.502541906313393,76.5241462825578,-66.59437614908126,-66.55071506760187,88.7732393216444,-5.601246888943834,17.853981555409533,9.051151985432838,5.286354603342787,-0.3162918629075208,-6.854645549747708
